action,fee_code,tariff_code,name_fa,feature_code,effective_to
ARCHIVE_OLD_RIAL,CBI1404_CRD_8_34_02,8-34,تنظیم پیش نویس و ثبت سند رهنی در سیستم اشخاص حقوقی,CBI_CREDIT_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_CRD_8_35_01,8-35,تمدید پیش نویس قراردادهای رهنی پس از طی مهلت یک ماهه,CBI_CREDIT_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_CRD_8_35_02,8-35,اصلاح یا برگشت مبلغ اضافه واریزی اقساط (به درخواست مشتری) اشخاص حقیقی,CBI_CREDIT_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_CRD_8_35_03,8-35,اصلاح یا برگشت مبلغ اضافه واریزی اقساط (به درخواست مشتری) اشخاص حقوقی,CBI_CREDIT_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_CRD_8_37_01,8-37,تشکیل پرونده برای پرداخت بیمه غرامت فوت گیرندگان تسهیلات,CBI_CREDIT_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_1_01,9-1,نگهداری مانده های مطالبه نشده و راکد(سالانه),CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_2_01,9-2,تهیه تصویر(صدور سند المثنی) اسناد روزهای قبل به درخواست مشتری *,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_3_01,9-3,بازبینی تصاویر دوربین های مدار بسته(اعم از داخل و بیرون) شعب به درخواست مشتری/ دستور مرجع قضایی,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_4_01,9-4,اطلاعات درخواستی مشتریان جهت ارائه به بازرسان قانونی و حسابرسان مستقل آن ها,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_5_01,9-5,گواهی اعلام بدهی و یا مانده هرگونه از حساب ها به مراجع ذی صلاح به درخواست مشتری**,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_6_01,9-6,دریافت حضوری قبوض آب، برق، گاز، تلفن(ثابت همراه) ، شهرداری، راهنمایی و رانندگی و موارد مشابه (از سازمان / شرکت ذی ربط),CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_7_01,9-7,تأیید اصالت وکالت نامه,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_7_02,9-7,ارائه تاییدیه شماره حساب و شماره شبا به سایر سازمان ها بنا به درخواست مشتری اشخاص حقیقی,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_7_03,9-7,ارائه تاییدیه شماره حساب و شماره شبا به سایر سازمان ها بنا به درخواست مشتری اشخاص حقوقی,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_9_01,9-9,محاسبه و پرداخت سهم الارث وراث از حساب متوفی(حسب مدارک مثبته),CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_10_01,9-10,اخذ کد بورسی در شعبه,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_11_01,9-11,ارائه خدمات مربوط به ETC برای بار اول,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_12_01,9-12,اخذ استعلام وضعیت اعتباری(تسهیالت و تعهدات) و ماده (۱۲) حساب جاری از سامانه بانک مرکزی جهت ارائه به سایر سازمان ها و نهادها,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_12_02,9-12,ارائه تصویر مدارک هویتی موجود در پرونده تسهیلاتی یا قراردادهای افتتاح حساب اشخاص حقیقی (وام گیرنده یا صاحب حساب),CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_14_01,9-14,استعلام مربوط به اخذ فرم ماده (186) قانون مالیات های مستقیم,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_15_01,9-15,استعلام کدپستی به درخواست مشتری(دریافت نشانی، مختصات جغرافیایی، تولید گواهی کد پستی),CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_15_02,9-15,انجام استعلام از مراجع ذی ربط به درخواست مشتری (نظیر استعلام پایان کار ساختمان، بافت فرسوده، بافت ناپایدار، حریم مترو، گسل، پهنه ملک، طرح تفصیلی ملک، وضعیت پرونده شهرسازی، روزنامه رسمی، جواز کسب و کار مشتری),CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
ARCHIVE_OLD_RIAL,CBI1404_OTH_9_17_01,9-17,استعلام مالکیت شماره تلفن همراه از سامانه شاهکار,CBI_OTHER_SERVICE_FEE_GROUP,2026-09-09
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_1_01,1,صدور انواع کارت مغناطیسی هوشمند/ اعتباری,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_2_01,2,صدور انواع کارت مغناطیسی(نقدی، بن کارت، خانواده، هدیه و ...),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_3_01,3,صدور کارت مجازی برای اشخاص حقیقی,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_4_01,4,صدور کارت مجازی برای اشخاص حقوقی,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_5_01,5,اعلام مانده کارت (بین بانکی),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_6_01,6,اعلام مانده کارت و صورت حساب 10 گردش آخر- پایانه شعب (بین بانکی),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_7_01,7,هزینه پردازش اعلام مانده، صورت حساب 10 گردش آخر، انتقال وجه درون بانکی/ مستمر سپرده/ کارت به سپرده/ کارت و ...,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_8_01,8,انتقال وجه شتابی کارت به کارت/ انتقال وجه کارت به شبا (خدمت سحاب),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_9_01,9,ارسال پیامک اطالع رسانی تراکنش حساب مشتریان,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_10_01,10,انتقال وجه بین بانکی پایا - دستور پرداخت انفرادی,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_11_01,11,انتقال وجه بین بانکی پایا - دستور پرداخت گروهی,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_12_01,12,انتقال وجه بین بانکی ساتنا,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_13_01,13,اعلام 10 گردش آخر کارت(بین بانکی),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_14_01,14,دریافت غیرحضوری قبوض آب، برق، گاز، تلفن (ثابت- همراه) ، شهرداری، راهنمایی و رانندگی و موارد مشابه (از سازمان / شرکت ذی ربط),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_15_01,15,واریز گروهی (پرداخت حقوق، واریز سود سهام، پرداخت پاداش، شارژ بن کارت و ...) از سازمان متقاضی,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_16_01,16,ارتباط هر حساب جدید با کارت - غیر حضوری (پس از صدور کارت),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_17_01,17,تغییر حساب اصلی کارت - غیرحضوری,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_18_01,18,انسداد یا رفع انسداد حساب به درخواست مشتری - غیرحضوری (کلیه حساب ها),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_19_01,19,ثبت دستور پرداخت مستمر (برای هر بار تعریف),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_20_01,20,خدمات مرتبط با صدور سفته و برات الکترونیک,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_21_01,21,فعال سازی همراه بانک و اینترنت بانک,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_22_01,22,انسداد یا رفع انسداد کارت به درخواست مشتری - غیر حضوری,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_23_01,23,صدور المثنی انواع کارت، پیش از تاریخ انقضای کارت (مربوط به انواع کارت ردیف های 1 و2),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_24_01,24,احراز هویت غیر حضوری(الکترونیک),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_25_01,25,دریافت وجه نقد پایانه شعب pinpad (شتابی),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_26_01,26,خرید کارتی,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_27_01,27,برگشت وجه خرید کارتی (Refund),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_28_01,28,ریال دیجیتال- کیف به کیف (انتقال از کیف عادی به کیف عادی),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_29_01,29,ریال دیجیتال - خرید (انتقال به کیف تجاری)/برگشت از خرید (ریفاند),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_30_01,30,درخواست استعلام شبا,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_31_01,31,دریافت شماره منحصربه فرد,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_32_01,32,گشایش,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_33_01,33,اصالحیه(ویرایش | تمدید) | خاتمه اعتبار(تبصره 2 ماده 45),CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_34_01,34,انتقال اعتبار اسنادی(تغییر ذی نفع),CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_35_01,35,اعالم وصول دریافت پیام,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_36_01,36,اعالم پذیرش اسناد مغایر,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_37_01,37,اعالم عدم پذیرش اسناد ارائه شده,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_38_01,38,اعالم مغایرت(درخواست پذیرش اسناد مغایر),CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_39_01,39,مجوز پذیرش پرداخت,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_40_01,40,اعلام پذیرش پرداخت,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_41_01,41,اعلام پرداخت,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_42_01,42,ارسال اسناد(تصویر),CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_43_01,43,دریافت شماره منحصربه فرد,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_44_01,44,صدور سند تعهد پرداخت,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_45_01,45,واگذاری یا انتقال سند تعهد پرداخت,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_46_01,46,استعلام پیام های صادر شده- پیام سیستمی گروه صفر,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_47_01,47,درخواست شماره منحصربه فرد تنزیل,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_48_01,48,استعلام وضعیت یک اعتبار قبل از تنزیل,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_49_01,49,تنزیل,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_50_01,50,تسویه پس از تنزیل,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELC_51_01,51,پیام متن آزاد,CBI_ELECTRONIC_LC_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EGAR_52_01,52,دریافت شماره منحصربه فرد,CBI_ELECTRONIC_GUARANTEE_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EGAR_53_01,53,صدور,CBI_ELECTRONIC_GUARANTEE_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EGAR_54_01,54,ویرایش| تمدید| ابطال| خاتمه اعتبار,CBI_ELECTRONIC_GUARANTEE_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EGAR_55_01,55,استعلام ضمانت نامه های بالتکلیف و پرداخت شده یک ضمانت خواه- پیام سیستمی گروه صفر,CBI_ELECTRONIC_GUARANTEE_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EGAR_56_01,56,استعلام وضعیت یک پیام- پیام سیستمی گروه صفر,CBI_ELECTRONIC_GUARANTEE_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EGAR_57_01,57,برگشت عملیات,CBI_ELECTRONIC_GUARANTEE_RIAL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EBILL_58_01,58,اخذ کد سپامی,CBI_ELECTRONIC_BILL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EBILL_59_01,59,ابطال کد سپامی,CBI_ELECTRONIC_BILL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EBILL_60_01,60,تسویه,CBI_ELECTRONIC_BILL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_EBILL_61_01,61,استعلام وضعیت برات |فهرست برات های درانتظار صدور | فهرست برات های فعال,CBI_ELECTRONIC_BILL_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_62_01,62,سامانه پرداخت حسابی(پل پی) - خرید حسابی (واریز آنی),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_63_01,63,سامانه پرداخت حسابی(پل پی) - خرید حسابی (واریز چرخه ای),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_64_01,64,سامانه پرداخت حسابی(پل پی) - خرید حسابی (واریز روزانه),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_65_01,65,سامانه پرداخت حسابی (پل پی) - سرویس برگشت از خرید (Refund),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_66_01,66,سامانه پرداخت حسابی(پل پی) - درخواست دریافت وجه - سرویس Request to Pay,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_67_01,67,سامانه پرداخت حسابی(پل پی) - درخواست دریافت وجه مستمر - سرویس Direct Debit,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_68_01,68,دریافت وجه نقد خودپرداز (بین بانکی),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_69_01,69,ثبت یا انتقال یا استعلام چک در سامانه صیاد(حضوری),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_70_01,70,ثبت یا انتقال یا استعلام چک در سامانه صیاد (غیرحضوری),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_71_01,71,صدور دسته چک (اعم از کاغذی و الکترونیکی),CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_72_01,72,آبونمان عضویت در سامانه سپام ارزی,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
RETAIN_OLD_ELECTRONIC,CBI1404_ELEC_73_01,73,واگذاری چک دیجیتال غیرحضوری,CBI_ELECTRONIC_SERVICE_FEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_1,1-1,ضمانتنامه در مقابل 100 درصد سپرده نقدی,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_2,1-2,ضمانتنامه در مقابل انواع حساب های سپرده اعم از قرض الحسنه پس انداز و سرمایه گذاری مدت دار (ریالی و ارزی),CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_3,1-3,ضمانتنامه در مقابل طلا (1),CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_4,1-4,ضمانتنامه در مقابل ضمانتنامه های صادره توسط مؤسسات اعتباری داخلی,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_5,1-5,ضمانتنامه در مقابل ضمانتنامه های اعتباری (ارزی-ریالی) صادره توسط صندوق ضمانت صادرات ایران و سایر صندوق هایی که به موجب قانون تأسیس می شوند,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_6,1-6,ضمانتنامه در مقابل ضمانتنامه های صادره توسط بانک های خارجی معتبر,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_7,1-7,ضمانتنامه در مقابل اوراق بهادار بدون ریسک (2),CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_8,1-8,ضمانتنامه در مقابل سایر اوراق بهادار (3),CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_9,1-9,ضمانتنامه در مقابل سهام پذیرفته شده در بورس (4),CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_10,1-10,ضمانتنامه در مقابل اموال غیرمنقول سهل البیع (با تشخیص مؤسسه اعتباری),CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_11,1-11,ضمانتنامه در مقابل سایر اموال غیرمنقول,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_12,1-12,ضمانتنامه در مقابل توثیق سند کشتی و هواپیما دارای بیمه نامه معتبر,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_13,1-13,ضمانتنامه در مقابل اسناد تجاری نظیر سفته و چک,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_14,1-14,ضمانتنامه در مقابل رسید انبارهای عمومی,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_15,1-15,ضمانتنامه در مقابل سایر وثایق,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_16,1-16,تمدید ضمانتنامه,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_17,1-17,تقلیل ضمانتنامه,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_18,1-18,ابطال ضمانتنامه قبل از سررسید (غیر از ضبط ضمانتنامه) (5),CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_19,1-19,صدور المثنی ضمانتنامه های بانکی,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_GAR_1_20,1-20,انتقال ذی نفع ضمانتنامه,CBI_RIAL_1405_GUARANTEE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_REM_2_1,2-1,صدور چک تضمین شده یا رمزدار بین بانکی,CBI_RIAL_1405_REMITTANCE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_REM_2_2,2-2,اعلام منع پرداخت چک های بانکی/بین بانکی مفقودی,CBI_RIAL_1405_REMITTANCE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_REM_2_3,2-3,صدور المثنی چک بانکی,CBI_RIAL_1405_REMITTANCE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_REM_2_4,2-4,استرداد/ابطال چک بانکی/بین بانکی به درخواست مشتری,CBI_RIAL_1405_REMITTANCE_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SDB_3_1,3-1,صندوق اجاره ای (اجاره بها و ودیعه سالانه),CBI_RIAL_1405_SAFE_DEPOSIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SDB_3_2,3-2,هر بار استفاده از صندوق,CBI_RIAL_1405_SAFE_DEPOSIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SDB_3_3,3-3,مفقودی کلیدها,CBI_RIAL_1405_SAFE_DEPOSIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SDB_3_4,3-4,تخلیه و تحویل صندوق,CBI_RIAL_1405_SAFE_DEPOSIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SDB_3_5,3-5,هماهنگی جهت بازدید از صندوق اجاره ای به درخواست مراجع ذی صلاح,CBI_RIAL_1405_SAFE_DEPOSIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_1,4-1,انتقال هر برگ اوراق گواهی حق تقدم اعطای تسهیلات,CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_2,4-2,صدور هر برگ المثنی اوراق حق تقدم اعطای تسهیلات,CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_3,4-3,تضمین اصل و سود اوراق بدهی توسط مؤسسه اعتباری عامل,CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_4,4-4,انتقال اوراق بهادار/نقل و انتقال اوراق گواهی سپرده با نام به شخص ثالث,CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_5,4-5,عاملیت و ضمانت اوراق گواهی اعتبار مولد (گام),CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_6,4-6,انتقال اوراق گواهی اعتبار مولد (گام),CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_7,4-7,ابطال اوراق گواهی اعتبار مولد (گام) در لایه اول زنجیره تولید (از متقاضی) (1),CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_8,4-8,انتقال اوراق گام به بازار سرمایه (با نماد بازار سرمایه),CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_9,4-9,تنزیل (خرید دین) اوراق گام (با نماد بازار پول),CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_10,4-10,توثیق اوراق گواهی اعتبار مولد (گام),CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_11,4-11,بررسی و پذیرش مطالبات قراردادی با موضوع تأمین کالا,CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_12,4-12,بررسی و پذیرش مطالبات قراردادی با موضوع تأمین خدمات,CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_13,4-13,کارت رفاهی متصل به اوراق گواهی اعتبار مولد (گام) (به صورت اقساط مساوی در دوره بازپرداخت),CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_SEC_4_14,4-14,صدور اوراق گواهی اعتبار مولد (گام) یارانه دارو,CBI_RIAL_1405_SECURITIES_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_COL_5_1,5-1,سفته، برات و قبوض ثبتی وصولی,CBI_RIAL_1405_COLLECTION_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_COL_5_2,5-2,ابلاغ سفته و برات,CBI_RIAL_1405_COLLECTION_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_COL_5_3,5-3,واخواست سفته,CBI_RIAL_1405_COLLECTION_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_COL_5_4,5-4,فروش سفته/براتنامه (از متقاضی),CBI_RIAL_1405_COLLECTION_GROUP,
