action,fee_code,tariff_code,name_fa,feature_code,effective_to
INSERT_NEW_PROVISIONAL,CBI1405R_COL_5_5,5-5,قبولی «برات الکترونیکی زنجیره تولید»,CBI_RIAL_1405_COLLECTION_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_COL_5_6,5-6,انتقال «برات الکترونیکی زنجیره تولید»,CBI_RIAL_1405_COLLECTION_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_1,6-1-1,تقاضای عدم پرداخت چک,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_2,6-1-2,صدور گواهی نامه عدم پرداخت وجه چک,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_3,6-1-3,رفع سوء اثر برای هر برگ چک,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_4,6-1-4,انتقال حساب جاری به شعبه دیگر در هر شهر (بنا به درخواست مشتری),CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_5,6-1-5,اخذ هرگونه اطلاعات لازم جهت افتتاح حساب سپرده قرض الحسنه جاری با/بدون دسته چک,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_6,6-1-6,افتتاح حساب سپرده قرض الحسنه جاری موقت (برای شخص حقوقی در شرف تأسیس),CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_7,6-1-7,چک های واگذاری عهده سایر مؤسسات اعتباری (از ذی نفع چک),CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_8,6-1-8,انتقال وجه از سایر حساب های مشتری بابت تأمین وجه چک,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_9,6-1-9,اخذ گزارش اعتباری برای صدور دسته چک اشخاص حقیقی,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_10,6-1-10,صدور دسته چک,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_11,6-1-11,صدور المثنی (چاپ مجدد) گواهی نامه عدم پرداخت صادرشده قبلی به درخواست مشتری,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_12,6-1-12,ابطال/استرداد چک صادره توسط اشخاص به درخواست مشتری با ارائه لاشه چک باطل شده,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_13,6-1-13,اخذ صورت اطلاعات چک های برگشتی به درخواست مشتری,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_14,6-1-14,تحویل دسته چک به مشتری در شعبه ای غیر از شعبه افتتاح کننده حساب سپرده قرض الحسنه جاری,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_15,6-1-15,نگهداری امانی چک های با سررسید بیش از 30 روز (به استثنای چک های مأخوذه بابت تضمین تسهیلات),CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_1_16,6-1-16,صدور چک موردی جاری اشخاص,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_2_1,6-2-1,افتتاح حساب سپرده قرض الحسنه پس انداز,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_2_2,6-2-2,افتتاح حساب سپرده سرمایه گذاری کوتاه مدت,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_2_3,6-2-3,صدور هر جلد دفترچه صرفاً جهت حساب های سپرده سرمایه گذاری کوتاه مدت,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_3_1,6-3-1,صدور هرگونه گواهی حساب,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_3_2,6-3-2,صدور گواهی حساب به لاتین,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_3_3,6-3-3,صدور المثنی گواهی سپرده های سرمایه گذاری ویژه کوتاه مدت و بلندمدت,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_4_1,6-4-1,ارائه نسخه فیزیکی صورت حساب به مشتری,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_4_2,6-4-2,ارائه نسخه الکترونیکی (فایل) صورت حساب به مشتری,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_1,6-5-1,ارتباط هر حساب جدید با کارت (پس از صدور کارت) - از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_2,6-5-2,تغییر حساب اصلی کارت - از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_3,6-5-3,فعال سازی حساب های راکد - از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_4,6-5-4,فعال سازی حساب های مطالبه نشده و تعیین تکلیف نشده - از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_5,6-5-5,انتقال و واگذاری سپرده سرمایه گذاری بلندمدت به اشخاص مجاز طبق ضوابط ابلاغی بانک مرکزی,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_6,6-5-6,انسداد یا رفع انسداد انواع حساب/کارت به درخواست مشتری - از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_7,6-5-7,تغییر در شرایط/اطلاعات انواع حساب (نظیر صاحبان امضاء و آدرس) به درخواست مشتری - از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_8,6-5-8,برقراری ارتباط بین انواع حساب با لحاظ کف و سقف مبلغ - از طریق مراجعه به شعبه (به استثنای تأمین وجه چک),CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_9,6-5-9,ثبت دستور پرداخت مستمر - از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_10,6-5-10,انتقال سپرده قرض الحسنه پس انداز و سرمایه گذاری مدت دار به شعب دیگر در هر شهر,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_11,6-5-11,انسداد یا رفع انسداد انواع حساب یا موجودی که از سوی مراجع ذی صلاح به هر طریق به مؤسسه اعتباری اعلام می گردد,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_12,6-5-12,صدور رمز جدید برای انواع کارت های بانکی (نقدی، اعتباری و هدیه) به درخواست مشتری - از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_13,6-5-13,هزینه آبونمان سالانه کارت اعتباری مراجعه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_14,6-5-14,بررسی تراکنش های کارت های مفقودی/سرقتی به درخواست مشتری از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_15,6-5-15,تعیین سقف برداشت/واریز به حساب به درخواست مشتری از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_ACC_6_5_16,6-5-16,بستن انواع حساب در شعبه ای غیر از شعبه افتتاح کننده حساب به درخواست مشتری از طریق مراجعه به شعبه,CBI_RIAL_1405_ACCOUNT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_APP_7_1,7-1,ارزیابی ماشین آلات و کالا,CBI_RIAL_1405_APPRAISAL_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_APP_7_2,7-2,ارزیابی املاک و ساختمان,CBI_RIAL_1405_APPRAISAL_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_APP_7_3,7-3,ارزیابی املاک مزروعی و باغات,CBI_RIAL_1405_APPRAISAL_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_APP_7_4,7-4,ارزیابی میزان پیشرفت فیزیکی طرح های موضوع تسهیلات مشارکت مدنی (برآورد هزینه و آورده غیرنقدی شریک),CBI_RIAL_1405_APPRAISAL_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_APP_7_5,7-5,بازدید تسهیلات تعمیر مسکن/بازدید نوبت های اضافی تسهیلات تعمیر مسکن در قالب کلیه عقود,CBI_RIAL_1405_APPRAISAL_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_APP_7_6,7-6,ارزیابی مجدد به درخواست مشتری (به غیر از تسهیلات جعاله تعمیر مسکن),CBI_RIAL_1405_APPRAISAL_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_APP_7_7,7-7,ارزیابی وثایق غیرمنقول مازاد,CBI_RIAL_1405_APPRAISAL_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_1,8-1,اخذ استعلام اعتبارسنجی از شرکت رتبه بندی اعتباری ایران,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_2,8-2,واگذاری سهم الشرکه بانک به غیر (1),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_3,8-3,تمدید تسهیلات عقود مشارکتی,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_4,8-4,بررسی اصالت پیش فاکتور,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_5,8-5,صلح حقوق یا انتقال تعهد,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_6,8-6,تغییر در شرایط قرارداد,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_7,8-7,تفکیک، تغییر و تعویض رهینه با وثیقه (تسهیلات و تعهدات),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_8,8-8,اقاله ملک,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_9,8-9,امور مربوط به نظارت بر مصرف تسهیلات (جهت انواع تسهیلاتی که به صورت دفعات واحده نیست و همچنین متناسب با پیشرفت کار پرداخت می گردد) (2),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_10,8-10,امور مربوط به بررسی رهن مازاد سایر سازمان ها و مؤسسات اعتباری,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_11,8-11,تکمیل فرم یارانه تسهیلات تکلیفی,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_12,8-12,صدور اخطاریه کتبی جهت اقساط یا مطالبات غیرجاری,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_13,8-13,انتقال ملک مرهونه به شخص ثالث,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_14,8-14,تغییر ضامن/گیرنده تسهیلات/تعهدات,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_15,8-15,عدم استفاده از حد اعتباری تسهیلات مصوب پس از 45 روز از تاریخ ابلاغ (Commitment fee),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_16,8-16,هزینه کارشناسی (ارزیابی) طرح ها,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_17,8-17,هزینه کارشناسی تسهیلات سرمایه در گردش (3),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_18,8-18,هزینه کارشناسی کالای سرمایه ای واحدهای تولیدی، خدماتی و بازرگانی خارج از طرح (4),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_19,8-19,هزینه کارشناسی در ایجاد تعهدات (ضمانتنامه، برات، فاکتورینگ، گشایش اعتبار اسنادی و غیره),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_20,8-20,تهیه گزارش اطلاعات اعتباری مشتمل بر استعلام از شاهکار، آدرس، استفاده از سامانه های داخلی، لیست سیاه و ... (تسهیلات/تعهدات),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_21,8-21,تشکیل پرونده اعتباری اعم از تعهدات یا تسهیلات (به استثنای قرض الحسنه),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_22,8-22,پذیرش اوراق گواهی حق تقدم هنگام پرداخت تسهیلات,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_23,8-23,ارائه صورت اطلاعات تسهیلات و تعهدات به درخواست مشتری,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_24,8-24,تغییر شرایط مصوبات ابلاغی صادره از سوی ارکان اعتباری بالاتر از رکن اعتباری شعبه به درخواست مشتری و منوط به صدور مصوبه جدید (تسهیلات/تعهدات),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_25,8-25,موافقت با تنظیم اجاره نامه بر روی هر واحد مورد رهن,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_26,8-26,بررسی و تصویب درخواست امهال (7),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_27,8-27,توقف عملیات اجرایی در هر نوبت بعد از صدور اجرائیه نسبت به قراردادهای رهنی، داخلی و چک به تقاضای بدهکار/راهن/سایر ذی نفعان (ضامنین، اشخاص ثالث و غیره),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_28,8-28,هزینه استعلام از سازمان ثبت احوال کشور,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_29,8-29,ثبت و نگهداری سفته های تضمینی,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_30,8-30,انتقال قراردادهای تسهیلاتی,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_31,8-31,موافقت با تجمیع دو یا چند پلاک به منظور پرداخت تسهیلات مشارکت,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_32,8-32,موافقت با تغییر و اصلاح حدود اربعه پلاک در رهن بانک,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_33,8-33,درخواست تمدید مدت تعویض وثیقه غیر همزمان,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_34,8-34,موافقت با تنظیم سند پیش فروش روی واحد مورد مشارکت بانک,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_35,8-35,تنظیم پیش نویس و ثبت سند رهنی در سیستم,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_36,8-36,تمدید پیش نویس قراردادهای رهنی پس از طی مهلت یک ماهه,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_37,8-37,اصلاح یا برگشت مبلغ اضافه واریزی اقساط (به درخواست مشتری),CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_38,8-38,تشکیل پرونده برای پرداخت بیمه غرامت فوت گیرندگان تسهیلات,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_CRD_8_39,8-39,وصول مطالبات اعم از برون سپاری به مؤسسات/شرکت های ذی ربط یا توسط خود مؤسسه اعتباری,CBI_RIAL_1405_CREDIT_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_1,9-1,نگهداری مانده های مطالبه نشده و راکد (سالانه),CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_2,9-2,تهیه تصویر (صدور سند المثنی)/چاپ مجدد اسناد روزهای قبل به درخواست مشتری (1),CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_3,9-3,بازیابی تصاویر دوربین های مدار بسته (اعم از داخل و بیرون) شعب به درخواست مشتری/دستور مرجع قضایی,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_4,9-4,اطلاعات درخواستی مشتریان جهت ارائه به بازرسان قانونی و حسابرسان مستقل آن ها,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_5,9-5,گواهی اعلام بدهی و یا مانده هرگونه از حساب ها به مراجع ذی صلاح به درخواست مشتری (2),CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_6,9-6,دریافت حضوری قبوض آب، برق، گاز، تلفن (ثابت-همراه)، شهرداری، راهنمایی و رانندگی و موارد مشابه (از سازمان/شرکت ذی ربط),CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_7,9-7,تأیید اصالت وکالتنامه,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_8,9-8,ارائه تأییدیه شماره حساب و شماره شبا به سایر سازمان ها بنا به درخواست مشتری,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_9,9-9,محاسبه و پرداخت سهم الارث وراث از حساب متوفی (حسب مدارک مثبته),CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_10,9-10,اخذ کد بورسی به درخواست مشتری از طریق مراجعه به شعبه,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_11,9-11,ارائه خدمات مربوط به ETC برای بار اول,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_12,9-12,اخذ استعلام وضعیت اعتباری (تسهیلات و تعهدات) و ماده (21) حساب جاری از سامانه بانک مرکزی جهت ارائه به سایر سازمان ها و نهادها,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_13,9-13,ارائه تصویر مدارک موجود در پرونده تسهیلاتی یا قراردادهای افتتاح حساب اشخاص حقیقی به تسهیلات گیرنده یا صاحب حساب,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_14,9-14,استعلام مربوط به اخذ فرم ماده (186) قانون مالیات های مستقیم,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_15,9-15,استعلام و به روزرسانی کدپستی به درخواست مشتری (دریافت نشانی، مختصات جغرافیایی، تولید گواهی کد پستی) از طریق مراجعه به شعبه,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_16,9-16,انجام استعلام از مراجع ذی ربط (نظیر شهرداری، سازمان نظام وظیفه و شرکت مترو) جهت انجام/ارائه عملیات/خدمات بانکی,CBI_RIAL_1405_OTHER_GROUP,
INSERT_NEW_PROVISIONAL,CBI1405R_OTH_9_17,9-17,استعلام مالکیت شماره تلفن همراه از سامانه شاهکار,CBI_RIAL_1405_OTHER_GROUP,
